Total_Stops,Price,Duration_min,Freq_encoded_Airline,Mean_encoded_Airline,Freq_encoded_Destination,Freq_encoded_Route,Mean_encoded_Route,Label_encoded_Airline,Label_encoded_Source,Label_encoded_Destination,Label_encoded_Route,dep_hr,arr_hr,arrival_timeOfDay_encoded,dep_day_of_week,arr_day_of_week,dep_weekday,arr_weekday,dep_month,dep_day_of_month,departure_timeOfDay_after_noon,departure_timeOfDay_late_night,departure_timeOfDay_morning,departure_timeOfDay_night,arrival_timeOfDay_after_noon,arrival_timeOfDay_early_morning,arrival_timeOfDay_evening
2.0,10861,800,0.1619193270885108,9556.6080283353,0.41531255974001147,0.0045880328809023135,14120.645833333334,1,2,1,102,5,19,4,1,1,1,1,5,21,0,0,0,0,0,0,1
0.0,6297,135,0.1952781494934047,5668.469897209985,0.03641751099216211,0.03641751099216211,4789.892388451443,3,1,4,127,13,15,3,1,1,1,1,3,12,1,0,0,0,1,0,0
0.0,5678,85,0.35366086790288664,11599.02108108108,0.06662206079143568,0.05935767539667368,3932.8099838969406,4,4,3,48,7,8,2,5,5,0,0,6,1,0,0,0,0,0,0,0
1.0,9134,1590,0.35366086790288664,11599.02108108108,0.20827757598929458,0.038424775377556876,15723.174129353234,4,0,2,5,5,8,2,5,6,0,0,3,9,0,0,0,0,0,0,0
1.0,10791,440,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,11,19,4,0,0,1,1,6,24,0,0,1,0,0,0,1
2.0,12819,810,0.35366086790288664,11599.02108108108,0.41531255974001147,0.013764098642706939,12630.173611111111,4,2,1,97,23,12,3,0,1,1,1,6,24,1,0,0,0,1,0,0
1.0,6893,300,0.1952781494934047,5668.469897209985,0.41531255974001147,0.022175492257694513,7559.612068965517,3,2,1,103,5,10,2,3,3,1,1,3,21,0,0,0,0,0,0,0
0.0,7240,165,0.04568916077231887,7801.355648535565,0.20827757598929458,0.14681705218887403,5552.235677083333,10,0,2,18,9,12,3,5,5,0,0,3,9,0,0,1,0,1,0,0
0.0,3898,170,0.018543299560313517,5861.056701030928,0.20827757598929458,0.14681705218887403,5552.235677083333,2,0,2,18,11,14,3,2,2,1,1,4,3,0,0,1,0,1,0,0
0.0,4049,90,0.1952781494934047,5668.469897209985,0.06662206079143568,0.05935767539667368,3932.8099838969406,3,4,3,48,6,7,1,2,2,1,1,4,3,0,0,0,0,0,1,0
1.0,10262,1145,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,17,12,3,5,6,0,0,6,15,0,0,0,0,1,0,0
0.0,3332,135,0.0779009749569872,4335.841717791411,0.03641751099216211,0.03641751099216211,4789.892388451443,8,1,4,127,8,10,2,3,3,1,1,3,21,0,0,1,0,0,0,0
1.0,10844,890,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,21,12,3,6,0,0,1,6,9,0,0,0,1,1,0,0
0.0,7229,160,0.35366086790288664,11599.02108108108,0.20827757598929458,0.14681705218887403,5552.235677083333,4,0,2,18,19,22,5,6,6,0,0,3,24,0,0,0,0,0,0,0
1.0,13941,1330,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,6,4,1,0,1,1,1,5,6,0,0,0,0,0,1,0
1.0,5894,575,0.1952781494934047,5668.469897209985,0.41531255974001147,0.2271076276046645,10954.205808080807,3,2,1,104,11,21,5,3,3,1,1,6,27,0,0,1,0,0,0,0
1.0,10197,600,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,9,19,4,5,5,0,0,5,18,0,0,1,0,0,0,1
1.0,13712,1280,0.35366086790288664,11599.02108108108,0.20827757598929458,0.038424775377556876,15723.174129353234,4,0,2,5,14,11,2,2,3,1,1,3,6,1,0,0,0,0,0,0
1.0,5636,325,0.1952781494934047,5668.469897209985,0.41531255974001147,0.013955266679411202,7312.431506849315,3,2,1,121,2,7,1,0,0,1,1,6,24,0,1,0,0,0,1,0
2.0,13014,1125,0.35366086790288664,11599.02108108108,0.41531255974001147,0.01749187535844007,12210.196721311475,4,2,1,116,9,4,1,3,4,1,1,6,6,0,0,1,0,0,1,0
1.0,7064,740,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,8,20,5,0,0,1,1,4,1,0,0,1,0,0,0,0
1.0,10703,1080,0.35366086790288664,11599.02108108108,0.27337029248709616,0.05400497036895431,10763.258407079646,4,3,0,73,20,14,3,4,5,1,0,5,24,0,0,0,1,1,0,0
1.0,9646,555,0.1143184859491493,10902.678093645485,0.41531255974001147,0.031160389982794877,7299.331288343558,6,2,1,111,13,22,5,0,0,1,1,5,27,1,0,0,0,0,0,0
1.0,17057,665,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,2,13,3,2,2,1,1,3,6,0,1,0,0,1,0,0
1.0,13817,1050,0.35366086790288664,11599.02108108108,0.20827757598929458,0.038424775377556876,15723.174129353234,4,0,2,5,16,10,2,1,2,1,1,3,12,0,0,0,0,0,0,0
2.0,13748,800,0.1619193270885108,9556.6080283353,0.41531255974001147,0.0045880328809023135,14120.645833333334,1,2,1,102,5,19,4,2,2,1,1,3,6,0,0,0,0,0,0,1
0.0,4880,155,0.1619193270885108,9556.6080283353,0.27337029248709616,0.06920282928694323,4556.055248618784,1,3,0,64,20,23,3,6,6,0,0,4,21,0,0,0,1,1,0,0
0.0,3540,145,0.1952781494934047,5668.469897209985,0.03641751099216211,0.03641751099216211,4789.892388451443,3,1,4,127,5,7,1,4,4,1,1,6,21,0,0,0,0,0,1,0
0.0,3257,160,0.0779009749569872,4335.841717791411,0.20827757598929458,0.14681705218887403,5552.235677083333,8,0,2,18,5,8,2,2,2,1,1,5,15,0,0,0,0,0,0,0
0.0,6478,180,0.35366086790288664,11599.02108108108,0.20827757598929458,0.14681705218887403,5552.235677083333,4,0,2,18,19,22,5,0,0,1,1,6,3,0,0,0,0,0,0,0
0.0,8040,85,0.35366086790288664,11599.02108108108,0.06662206079143568,0.05935767539667368,3932.8099838969406,4,4,3,48,7,8,2,1,1,1,1,6,18,0,0,0,0,0,0,0
2.0,14300,995,0.35366086790288664,11599.02108108108,0.41531255974001147,0.003823360734085261,16699.675,4,2,1,99,20,12,3,2,3,1,1,6,12,0,0,0,1,1,0,0
1.0,14781,740,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,8,20,5,2,2,1,1,5,15,0,0,1,0,0,0,0
1.0,14939,735,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,20,8,2,6,0,0,1,6,9,0,0,0,1,0,0,0
1.0,10262,450,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,20,4,1,0,1,1,1,6,24,0,0,0,1,0,1,0
1.0,6528,1440,0.1619193270885108,9556.6080283353,0.27337029248709616,0.006212961192888549,5240.876923076923,1,3,0,90,14,14,3,6,0,0,1,5,12,1,0,0,0,1,0,0
0.0,6121,165,0.1619193270885108,9556.6080283353,0.20827757598929458,0.14681705218887403,5552.235677083333,1,0,2,18,6,8,2,2,2,1,1,5,1,0,0,0,0,0,0,0
2.0,13029,535,0.35366086790288664,11599.02108108108,0.41531255974001147,0.01749187535844007,12210.196721311475,4,2,1,116,19,4,1,5,6,0,0,5,18,0,0,0,0,0,1,0
1.0,11421,430,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,11,18,4,2,2,1,1,3,27,0,0,1,0,0,0,1
1.0,7574,870,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,4,19,4,2,2,1,1,3,27,0,0,0,0,0,0,1
2.0,11596,1820,0.1619193270885108,9556.6080283353,0.41531255974001147,0.0035366086790288662,16163.135135135135,1,2,1,117,12,19,4,3,4,1,1,5,9,1,0,0,0,0,0,1
2.0,15129,1195,0.35366086790288664,11599.02108108108,0.41531255974001147,0.013764098642706939,12630.173611111111,4,2,1,97,23,19,4,4,5,1,0,5,24,1,0,0,0,0,0,1
1.0,13555,900,0.35366086790288664,11599.02108108108,0.20827757598929458,0.038424775377556876,15723.174129353234,4,0,2,5,14,5,1,0,1,1,1,3,18,1,0,0,0,0,1,0
0.0,5780,175,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,18,21,5,4,4,1,1,4,12,0,0,0,0,0,0,0
1.0,9397,765,0.04568916077231887,7801.355648535565,0.27337029248709616,0.05400497036895431,10763.258407079646,10,3,0,73,20,9,2,6,0,0,1,5,12,0,0,0,1,0,0,0
1.0,17024,610,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,18,4,1,2,3,1,1,3,6,0,0,0,0,0,1,0
1.0,5281,355,0.018543299560313517,5861.056701030928,0.41531255974001147,0.2271076276046645,10954.205808080807,2,2,1,104,7,12,3,3,3,1,1,6,27,0,0,0,0,1,0,0
1.0,10348,925,0.1143184859491493,10902.678093645485,0.41531255974001147,0.031160389982794877,7299.331288343558,6,2,1,111,7,22,5,5,5,0,0,5,18,0,0,0,0,0,0,0
1.0,12677,965,0.1619193270885108,9556.6080283353,0.41531255974001147,0.013955266679411202,7312.431506849315,1,2,1,121,17,9,2,2,3,1,1,3,6,0,0,0,0,0,0,0
1.0,15147,610,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,15,1,6,6,0,0,1,3,3,1,0,0,0,0,0,0
0.0,4668,160,0.04568916077231887,7801.355648535565,0.20827757598929458,0.14681705218887403,5552.235677083333,10,0,2,18,7,9,2,2,2,1,1,6,12,0,0,0,0,0,0,0
1.0,15554,715,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,7,19,4,3,3,1,1,5,9,0,0,0,0,0,0,1
0.0,3971,160,0.0779009749569872,4335.841717791411,0.20827757598929458,0.14681705218887403,5552.235677083333,8,0,2,18,5,8,2,1,1,1,1,4,9,0,0,0,0,0,0,0
0.0,3100,85,0.1619193270885108,9556.6080283353,0.06662206079143568,0.05935767539667368,3932.8099838969406,1,4,3,48,15,16,4,4,4,1,1,5,3,1,0,0,0,0,0,1
1.0,9663,845,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,20,10,2,0,1,1,1,5,6,0,0,0,1,0,0,0
1.0,27430,1215,0.1619193270885108,9556.6080283353,0.41531255974001147,0.2271076276046645,10954.205808080807,1,2,1,104,23,19,4,4,5,1,0,3,1,1,0,0,0,0,0,1
0.0,3540,145,0.1952781494934047,5668.469897209985,0.03641751099216211,0.03641751099216211,4789.892388451443,3,1,4,127,5,7,1,6,6,0,0,5,12,0,0,0,0,0,1,0
2.0,10676,1390,0.1619193270885108,9556.6080283353,0.27337029248709616,0.004014528770789524,10457.404761904761,1,3,0,61,12,11,2,1,2,1,1,5,21,1,0,0,0,0,0,0
1.0,13044,1090,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,14,8,2,2,3,1,1,6,12,1,0,0,0,0,0,0
1.0,14388,960,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,20,12,3,0,1,1,1,5,6,0,0,0,1,1,0,0
0.0,3943,170,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,4,6,1,0,0,1,1,6,24,0,0,0,0,0,1,0
0.0,3597,140,0.1952781494934047,5668.469897209985,0.03641751099216211,0.03641751099216211,4789.892388451443,3,1,4,127,14,17,4,0,0,1,1,6,3,1,0,0,0,0,0,1
1.0,5932,480,0.1619193270885108,9556.6080283353,0.20827757598929458,0.002771936532211814,12071.965517241379,1,0,2,28,11,19,4,3,3,1,1,3,21,0,0,1,0,0,0,1
1.0,10262,1015,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,11,4,1,5,6,0,0,6,15,0,0,1,0,0,1,0
0.0,6216,190,0.04568916077231887,7801.355648535565,0.41531255974001147,0.020359395909004013,6315.816901408451,10,2,1,106,14,17,4,6,6,0,0,5,12,1,0,0,0,0,0,1
0.0,4804,165,0.1952781494934047,5668.469897209985,0.27337029248709616,0.06920282928694323,4556.055248618784,3,3,0,64,20,23,3,5,5,0,0,6,15,0,0,0,1,1,0,0
1.0,14067,840,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,11,1,6,1,2,1,1,5,21,0,0,1,0,0,0,0
2.0,15129,1430,0.35366086790288664,11599.02108108108,0.41531255974001147,0.013764098642706939,12630.173611111111,4,2,1,97,19,19,4,5,6,0,0,5,18,0,0,0,0,0,0,1
2.0,13376,1300,0.35366086790288664,11599.02108108108,0.41531255974001147,0.004205696807493787,12171.227272727272,4,2,1,122,6,4,1,3,4,1,1,6,6,0,0,0,0,0,1,0
2.0,10441,1275,0.1619193270885108,9556.6080283353,0.41531255974001147,0.004205696807493787,11941.818181818182,1,2,1,108,22,19,4,3,4,1,1,6,27,0,0,0,1,0,0,1
0.0,4030,165,0.35366086790288664,11599.02108108108,0.20827757598929458,0.14681705218887403,5552.235677083333,4,0,2,18,6,8,2,4,4,1,1,5,24,0,0,0,0,0,0,0
1.0,17024,650,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,8,18,4,6,6,0,0,3,3,0,0,1,0,0,0,1
1.0,13017,480,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,17,1,6,1,2,1,1,4,9,0,0,0,0,0,0,0
1.0,6686,495,0.018543299560313517,5861.056701030928,0.27337029248709616,0.09357675396673676,11487.788559754852,2,3,0,66,23,7,1,3,4,1,1,6,6,1,0,0,0,0,1,0
1.0,5636,325,0.1952781494934047,5668.469897209985,0.41531255974001147,0.013955266679411202,7312.431506849315,3,2,1,121,2,7,1,5,5,0,0,6,15,0,1,0,0,0,1,0
1.0,6442,515,0.1952781494934047,5668.469897209985,0.41531255974001147,0.031160389982794877,7299.331288343558,3,2,1,111,7,16,4,6,6,0,0,6,9,0,0,0,0,0,0,1
1.0,9486,710,0.1143184859491493,10902.678093645485,0.41531255974001147,0.031160389982794877,7299.331288343558,6,2,1,111,13,0,6,1,2,1,1,5,21,1,0,0,0,0,0,0
